bb_center,bb_max,bb_min,centroid,face_type,filename,label,n_faces,n_vertices,
"-0.007747
-0.000889
0.269596","0.492253
0.367465
0.449521","-0.507747
-0.369243
0.089671","-0.003873
-0.000445
0.134798",tri,153.off,Table,27158,13581,
"0.000372
-0.000983
0.269259","0.500372
0.497373
0.483775","-0.499628
-0.499339
0.054743","0.000186
-0.000491
0.134630",tri,154.off,Table,27854,13929,
"-0.018337
-0.010096
0.334557","0.481663
0.362444
0.580882","-0.518337
-0.382636
0.088231","-0.009169
-0.005048
0.167279",tri,155.off,Table,28764,14384,
"0.000914
-0.002374
0.353795","0.500914
0.256846
0.578374","-0.499086
-0.261593
0.129216","0.000457
-0.001187
0.176890",tri,156.off,Table,20196,10100,
"0.001908
0.000334
0.295387","0.501908
0.500156
0.496443","-0.498092
-0.499488
0.094330","0.000954
0.000167
0.147694",tri,157.off,Table,27762,13883,
"-0.002764
0.051142
0.532844","0.497236
0.475573
1.009007","-0.502764
-0.373288
0.056682","-0.001382
0.025570
0.266416",tri,158.off,Table,29170,14587,
"0.001023
-0.001784
0.328681","0.501023
0.446484
0.544117","-0.498977
-0.450052
0.113245","0.000511
-0.000892
0.164340",tri,159.off,Table,27856,13930,
"-0.023960
0.371358
0.001653","0.476040
0.743884
0.150290","-0.523960
-0.001169
-0.146984","-0.011979
0.185657
0.000826",tri,160.off,Table,20160,10082,
"0.134110
0.004182
0.019882","0.634110
0.410045
0.212036","-0.365890
-0.401680
-0.172271","0.067055
0.002091
0.009942",tri,161.off,Teddy,27648,13826,
"0.054981
0.020230
0.049046","0.554981
0.318616
0.247235","-0.445019
-0.278156
-0.149142","0.027491
0.010115
0.024523",tri,162.off,Teddy,20188,10096,
"-0.027907
0.022518
0.020866","0.472093
0.349043
0.210194","-0.527907
-0.304006
-0.168462","-0.013954
0.011259
0.010433",tri,163.off,Teddy,21758,10879,
"0.124681
0.026260
-0.011683","0.624681
0.408008
0.203852","-0.375319
-0.355487
-0.227217","0.062341
0.013130
-0.005842",tri,164.off,Teddy,29014,14509,
"0.040719
-0.001844
0.031336","0.540719
0.292193
0.206125","-0.459281
-0.295880
-0.143452","0.020360
-0.000922
0.015668",tri,165.off,Teddy,20462,10233,
"0.076218
0.054562
-0.033589","0.576218
0.401852
0.186667","-0.423782
-0.292727
-0.253845","0.038109
0.027281
-0.016795",tri,166.off,Teddy,22176,11090,
"0.129520
0.051093
0.051466","0.629520
0.396295
0.325957","-0.370480
-0.294109
-0.223026","0.064760
0.025547
0.025733",tri,167.off,Teddy,25290,12647,
"0.069412
0.039217
-0.005227","0.569412
0.372039
0.178948","-0.430588
-0.293604
-0.189403","0.034706
0.019609
-0.002614",tri,168.off,Teddy,21500,10752,
"-0.012500
0.008449
-0.016566","0.487500
0.441565
0.152331","-0.512500
-0.424667
-0.185463","-0.006250
0.004225
-0.008283",tri,169.off,Teddy,25118,12561,
"0.025883
-0.010413
-0.011215","0.525883
0.424994
0.155025","-0.474117
-0.445819
-0.177454","0.012942
-0.005206
-0.005607",tri,170.off,Teddy,24996,12500,
"-0.004770
0.009170
-0.003501","0.495230
0.296273
0.230626","-0.504770
-0.277934
-0.237628","-0.002385
0.004585
-0.001750",tri,171.off,Teddy,29806,14905,
"0.026347
0.019740
0.046123","0.526347
0.285578
0.245411","-0.473653
-0.246099
-0.153165","0.013173
0.009870
0.023061",tri,172.off,Teddy,20278,10141,
"0.127453
0.019075
0.020169","0.627453
0.283037
0.272481","-0.372547
-0.244888
-0.232143","0.063726
0.009537
0.010084",tri,173.off,Teddy,27730,13867,
"0.048309
0.024144
0.037555","0.548309
0.394780
0.252683","-0.451691
-0.346492
-0.177573","0.024155
0.012072
0.018778",tri,174.off,Teddy,25658,12831,
"-0.003904
0.043731
0.015351","0.496096
0.345898
0.193941","-0.503904
-0.258437
-0.163239","-0.001952
0.021866
0.007675",tri,175.off,Teddy,75824,37914,
"0.136760
0.035060
-0.021696","0.636760
0.453831
0.264137","-0.363240
-0.383712
-0.307529","0.068380
0.017530
-0.010848",tri,176.off,Teddy,24996,12500,
"0.054926
0.060502
0.021164","0.554926
0.407205
0.260587","-0.445074
-0.286202
-0.218258","0.027463
0.030251
0.010582",tri,177.off,Teddy,25082,12543,
"0.116625
0.005811
0.003939","0.616625
0.349686
0.236339","-0.383375
-0.338065
-0.228461","0.058312
0.002905
0.001970",tri,178.off,Teddy,24346,12175,
"0.133312
0.027988
-0.052220","0.633312
0.399685
0.203731","-0.366688
-0.343709
-0.308172","0.066656
0.013994
-0.026110",tri,179.off,Teddy,26644,13324,
"-0.046866
0.009425
0.017379","0.453134
0.343080
0.175249","-0.546866
-0.324229
-0.140490","-0.023433
0.004713
0.008690",tri,180.off,Teddy,76368,38186,
"0.098642
0.005953
0.001830","0.598642
0.262982
0.253410","-0.401358
-0.251075
-0.249750","0.049321
0.002977
0.000915",tri,361.off,Vase,29734,14859,
"0.232393
0.013684
-0.002015","0.732393
0.269363
0.254623","-0.267607
-0.241996
-0.258653","0.116196
0.006842
-0.001008",tri,362.off,Vase,28952,14476,
"0.178992
0.001586
0.000578","0.678992
0.185273
0.182244","-0.321008
-0.182101
-0.181088","0.089496
0.000793
0.000289",tri,363.off,Vase,26864,13434,
"-0.000306
0.038675
-0.019657","0.499694
0.409247
0.307538","-0.500306
-0.331897
-0.346852","-0.000153
0.019338
-0.009829",tri,364.off,Vase,27100,13548,
"0.039497
0.013274
0.112246","0.539497
0.508969
0.472853","-0.460503
-0.482422
-0.248361","0.019748
0.006637
0.056123",tri,365.off,Vase,27028,13514,
"0.062769
0.023575
0.003663","0.562769
0.293830
0.254047","-0.437231
-0.246680
-0.246721","0.031384
0.011787
0.001831",tri,366.off,Vase,21274,10637,
"0.032744
-0.002103
0.082149","0.532744
0.320938
0.337421","-0.467256
-0.325143
-0.173124","0.016372
-0.001051
0.041074",tri,367.off,Vase,31200,15600,
"0.196269
0.004258
-0.016176","0.696269
0.355818
0.300373","-0.303731
-0.347303
-0.332724","0.098134
0.002129
-0.008088",tri,368.off,Vase,22400,11202,
"0.150936
0.022255
0.000355","0.650936
0.341626
0.320841","-0.349064
-0.297115
-0.320132","0.075468
0.011128
0.000177",tri,369.off,Vase,27212,13606,
"0.088697
-0.002434
-0.000785","0.588697
0.302604
0.302957","-0.411303
-0.307473
-0.304527","0.044348
-0.001217
-0.000392",tri,370.off,Vase,27836,13920,
"0.186315
0.008251
-0.000700","0.686315
0.337891
0.330285","-0.313685
-0.321390
-0.331684","0.093157
0.004125
-0.000350",tri,371.off,Vase,29194,14599,
"0.196083
0.074930
0.005559","0.667973
0.574930
0.285328","-0.275807
-0.425070
-0.274211","0.098042
0.037465
0.002779",tri,372.off,Vase,53472,26736,
"-0.055901
0.019179
0.000671","0.444099
0.231241
0.212183","-0.555901
-0.192882
-0.210841","-0.027950
0.009590
0.000336",tri,373.off,Vase,21112,10556,
"0.038651
-0.019605
-0.002209","0.538651
0.157135
0.173378","-0.461349
-0.196345
-0.177796","0.019325
-0.009802
-0.001105",tri,374.off,Vase,29744,14872,
"-0.016469
0.000892
0.063632","0.483531
0.296223
0.236671","-0.516469
-0.294439
-0.109407","-0.008235
0.000446
0.031816",tri,375.off,Vase,23520,11762,
"0.002810
0.003060
0.119670","0.502810
0.392922
0.316358","-0.497190
-0.386802
-0.077019","0.001405
0.001530
0.059834",tri,376.off,Vase,25132,12568,
"0.292443
0.001211
0.001615","0.792443
0.317638
0.197122","-0.207557
-0.315216
-0.193892","0.146221
0.000606
0.000807",tri,377.off,Vase,30342,15169,
"0.191787
0.064295
-0.005665","0.661908
0.564295
0.270751","-0.278333
-0.435705
-0.282080","0.095894
0.032147
-0.002832",tri,378.off,Vase,53472,26736,
"-0.032212
0.000065
0.084195","0.467788
0.321693
0.338477","-0.532212
-0.321563
-0.170088","-0.016106
0.000033
0.042097",tri,379.off,Vase,55368,27686,
"0.248801
-0.000418
0.000260","0.748801
0.354127
0.269883","-0.251199
-0.354963
-0.269363","0.124401
-0.000209
0.000130",tri,380.off,Vase,74832,37418,
