bb_center,bb_max,bb_min,centroid,face_type,filename,label,n_faces,n_vertices,
"-0.000412
-0.264433
-0.000427","0.717468
0.226254
0.717554","-0.718292
-0.755120
-0.718408","-0.000182
0.009897
-0.000141",tri,146.off,Table,27424,13714,
"0.003321
-0.244835
-0.007683","0.813267
0.121435
0.802281","-0.806625
-0.611105
-0.817646","0.000090
0.019104
-0.008236",tri,147.off,Table,27406,13705,
"0.001452
-0.183540
-0.002029","0.985730
0.116774
0.982292","-0.982826
-0.483853
-0.986350","0.001053
0.021190
-0.001322",tri,148.off,Table,26746,13375,
"-0.002625
-0.216947
-0.004927","0.980304
0.081562
0.978427","-0.985555
-0.515457
-0.988281","-0.001858
0.007411
-0.003893",tri,149.off,Table,27172,13588,
"0.001658
-0.362897
0.010109","0.468590
0.203658
0.476957","-0.465275
-0.929452
-0.456739","0.000147
0.010679
0.007400",tri,150.off,Table,27154,13579,
"-0.000002
-0.197206
-0.001158","0.668657
0.101299
0.667809","-0.668661
-0.495712
-0.670125","-0.000996
0.000718
-0.000608",tri,151.off,Table,25388,12696,
"0.004495
-0.254770
0.003122","0.326873
0.099841
0.826323","-0.317883
-0.609381
-0.820078","0.000090
-0.000138
0.000341",tri,152.off,Table,21082,10543,
"0.001532
0.013958
-0.207955","0.592619
0.816631
0.075932","-0.589556
-0.788715
-0.491842","0.000749
0.008009
0.009935",tri,153.off,Table,27158,13581,
"-0.002510
0.032001
-0.178853","0.762378
0.827363
0.295023","-0.767397
-0.763362
-0.652730","-0.002763
-0.001649
0.005614",tri,154.off,Table,27854,13929,
"0.018731
-0.313453
0.017958","0.975495
0.147116
0.730715","-0.938033
-0.774021
-0.694798","0.002420
0.010473
0.009333",tri,155.off,Table,28764,14384,
"0.004299
-0.266641
0.002079","0.840432
0.069116
0.723529","-0.831833
-0.602398
-0.719372","-0.000273
0.005651
0.001028",tri,156.off,Table,20196,10100,
"-0.000493
-0.273137
-0.001964","0.967688
0.119652
0.971857","-0.968674
-0.665926
-0.975786","-0.002098
0.017357
-0.007530",tri,157.off,Table,27762,13883,
"-0.000171
-0.315921
-0.000437","0.645923
0.165250
0.684363","-0.646266
-0.797093
-0.685237","0.000501
-0.002381
-0.000633",tri,158.off,Table,29170,14587,
"0.001626
-0.002234
-0.233967","0.671536
0.747991
0.090932","-0.668285
-0.752460
-0.558866","0.000269
-0.002593
0.017097",tri,159.off,Table,27856,13930,
"-0.295193
0.009661
0.006301","0.254859
0.781024
0.235357","-0.845246
-0.761702
-0.222755","-0.003376
-0.000303
-0.000338",tri,160.off,Table,20160,10082,
"0.003648
0.107387
-0.001315","0.678684
0.942907
0.326737","-0.671387
-0.728133
-0.329366","-0.003308
-0.000189
-0.000973",tri,161.off,Teddy,27648,13826,
"-0.102890
0.042527
0.096173","0.412347
0.977393
0.565398","-0.618127
-0.892339
-0.373052","-0.001046
0.003259
-0.000870",tri,162.off,Teddy,20188,10096,
"0.019961
0.022852
0.081556","0.623852
0.954740
0.502105","-0.583930
-0.909035
-0.338993","-0.003259
-0.001160
0.000091",tri,163.off,Teddy,21758,10879,
"0.014200
0.140584
0.053449","0.665476
0.977466
0.450824","-0.637077
-0.696297
-0.343926","0.002692
0.002883
-0.000193",tri,164.off,Teddy,29014,14509,
"0.054821
0.034867
0.035368","0.551747
0.985951
0.427515","-0.442105
-0.916217
-0.356779","0.002411
-0.003181
-0.002414",tri,165.off,Teddy,20462,10233,
"-0.012928
0.068874
0.063102","0.624942
0.980533
0.509331","-0.650798
-0.842785
-0.383127","-0.001499
-0.003722
-0.001127",tri,166.off,Teddy,22176,11090,
"-0.023426
0.104525
0.072067","0.598574
0.965264
0.525836","-0.645426
-0.756215
-0.381702","0.001077
-0.000067
-0.002418",tri,167.off,Teddy,25290,12647,
"-0.040163
0.051843
0.005927","0.562721
0.974813
0.332394","-0.643046
-0.871127
-0.320540","0.004734
-0.001250
0.000213",tri,168.off,Teddy,21500,10752,
"0.012356
0.015543
0.006734","0.804989
0.923285
0.299525","-0.780276
-0.892198
-0.286057","-0.000485
0.001406
-0.001399",tri,169.off,Teddy,25118,12561,
"-0.012276
-0.013436
0.003312","0.749070
0.858182
0.281979","-0.773621
-0.885055
-0.275354","-0.001136
0.002486
-0.001294",tri,170.off,Teddy,24996,12500,
"0.003701
0.014749
0.043747","0.532718
0.913362
0.486311","-0.525316
-0.883865
-0.398818","-0.000312
-0.001181
-0.004879",tri,171.off,Teddy,29806,14905,
"-0.073066
0.012159
0.046768","0.429863
0.973867
0.537858","-0.575994
-0.949550
-0.444322","-0.000677
-0.002331
-0.002045",tri,172.off,Teddy,20278,10141,
"-0.001273
0.144965
0.056218","0.448960
0.942607
0.510190","-0.451507
-0.652676
-0.397755","-0.000330
-0.002732
0.000473",tri,173.off,Teddy,27730,13867,
"0.038817
0.029730
0.035667","0.691081
0.906278
0.402225","-0.613447
-0.846818
-0.330891","-0.002800
-0.006815
-0.001931",tri,174.off,Teddy,25658,12831,
"-0.009958
0.003622
0.013205","0.588341
0.953430
0.422154","-0.608256
-0.946185
-0.395745","0.004593
0.003623
-0.001989",tri,175.off,Teddy,75824,37914,
"0.023016
0.124339
0.070225","0.733972
0.940663
0.538444","-0.687940
-0.691984
-0.397993","0.003141
0.001290
-0.000451",tri,176.off,Teddy,24996,12500,
"0.059624
0.099517
0.059606","0.668241
0.937811
0.514511","-0.548994
-0.738777
-0.395298","-0.000658
0.004321
-0.007568",tri,177.off,Teddy,25082,12543,
"-0.043303
0.130713
0.089141","0.506613
0.953242
0.538992","-0.593218
-0.691816
-0.360710","-0.000796
0.004181
-0.004260",tri,178.off,Teddy,24346,12175,
"-0.004389
0.112216
0.105309","0.650144
0.941371
0.570984","-0.658921
-0.716940
-0.360366","0.005060
0.001406
-0.002618",tri,179.off,Teddy,26644,13324,
"-0.008811
0.050511
0.016519","0.596012
0.957413
0.301400","-0.613634
-0.856391
-0.268362","-0.000636
0.007779
0.000960",tri,180.off,Teddy,76368,38186,
"0.017068
0.019796
-0.015235","0.521498
0.991284
0.507211","-0.487363
-0.951693
-0.537682","-0.002204
-0.058901
0.009450",tri,361.off,Vase,29734,14859,
"0.020930
0.172977
0.000281","0.390271
0.989733
0.368972","-0.348412
-0.643778
-0.368409","0.004021
-0.016734
-0.002020",tri,362.off,Vase,28952,14476,
"0.012343
0.172356
0.014197","0.315440
0.998324
0.311550","-0.290753
-0.653612
-0.283155","-0.000001
0.023172
-0.000062",tri,363.off,Vase,26864,13434,
"-0.005017
0.033260
0.012750","0.820759
0.648302
0.554594","-0.830792
-0.581783
-0.529094","-0.001373
-0.003419
0.011686",tri,364.off,Vase,27100,13548,
"0.046936
-0.004755
0.012205","0.894325
0.672523
0.857250","-0.800453
-0.682033
-0.832840","0.022110
0.008435
0.018172",tri,365.off,Vase,27028,13514,
"-0.013111
0.060834
0.010086","0.444454
0.983030
0.480763","-0.470677
-0.861363
-0.460591","0.000952
0.000825
0.000606",tri,366.off,Vase,21274,10637,
"0.027945
0.000112
0.055275","0.947510
0.594429
0.524134","-0.891621
-0.594204
-0.413583","-0.000409
0.000037
-0.021086",tri,367.off,Vase,31200,15600,
"0.002198
0.115681
-0.029083","0.539441
0.785096
0.585329","-0.535044
-0.553733
-0.643495","0.003720
-0.009235
0.018525",tri,368.off,Vase,22400,11202,
"0.045767
0.066505
-0.012921","0.617932
0.937945
0.561901","-0.526398
-0.804935
-0.587743","0.018001
-0.069750
0.008387",tri,369.off,Vase,27212,13606,
"0.006290
0.075111
0.007540","0.562622
0.989408
0.562901","-0.550041
-0.839186
-0.547822","0.003971
-0.007312
0.005281",tri,370.off,Vase,27836,13920,
"-0.007229
0.118380
0.029107","0.558613
0.986991
0.597619","-0.573071
-0.750230
-0.539405","0.001725
-0.040931
0.006130",tri,371.off,Vase,29194,14599,
"-0.031383
0.103047
-0.001933","0.710386
0.686807
0.381485","-0.773152
-0.480713
-0.385351","0.001912
-0.008492
0.000326",tri,372.off,Vase,53472,26736,
"-0.015455
0.051881
-0.018874","0.383883
0.994026
0.389596","-0.414793
-0.890265
-0.427344","0.000073
0.002099
0.000539",tri,373.off,Vase,21112,10556,
"-0.018788
-0.008528
0.006619","0.320975
0.956164
0.344297","-0.358550
-0.973220
-0.331058","-0.009541
-0.046735
0.008598",tri,374.off,Vase,29744,14872,
"-0.029089
-0.038664
-0.028721","0.910081
0.307637
0.523119","-0.968259
-0.384965
-0.580561","-0.005088
-0.000364
-0.012949",tri,375.off,Vase,23520,11762,
"-0.001749
-0.084672
-0.032613","0.993358
0.312882
0.743575","-0.996857
-0.482226
-0.808801","-0.006099
0.028912
-0.017778",tri,376.off,Vase,25132,12568,
"0.000371
0.168180
0.002689","0.526046
0.999927
0.327969","-0.525305
-0.663566
-0.322591","0.000485
-0.074850
-0.001256",tri,377.off,Vase,30342,15169,
"-0.036057
0.108565
-0.002206","0.702106
0.687212
0.374794","-0.774220
-0.470082
-0.379206","0.002298
-0.002517
-0.000091",tri,378.off,Vase,53472,26736,
"0.026589
0.000393
0.075370","0.941104
0.589347
0.540536","-0.887926
-0.588561
-0.389797","0.000454
0.000288
-0.002081",tri,379.off,Vase,55368,27686,
"-0.001626
-0.201142
0.001186","0.564391
0.596815
0.431622","-0.567643
-0.999099
-0.429250","-0.001873
-0.002329
0.001409",tri,380.off,Vase,74832,37418,
